Lattice parameter (Å) for Pt, Potential energy (eV) for Pt, Lattice parameter linspace (Å) for Pt, Fitted energy (eV) curve for Pt
, , 4.1112, -6.332335416226556
, , 4.1116, -6.3317059465825025
, , 4.112, -6.331074448505618
, , 4.1124, -6.3304409219959155
, , 4.1128, -6.329805367053382
, , 4.1132, -6.3291677836780025
, , 4.1136, -6.328528171869806
, , 4.114, -6.327886531628778
, , 4.1144, -6.327242862954918
, , 4.1148, -6.326597165848227
, , 4.1152, -6.325949440308719
, , 4.1156, -6.325299686336365
, , 4.116, -6.324647903931194
, , 4.1164000000000005, -6.323994093093177
, , 4.1168000000000005, -6.323338253822357
, , 4.1172, -6.322680386118691
, , 4.1176, -6.3220204899821795
, , 4.118, -6.321358565412865
, , 4.1184, -6.320694612410719
, , 4.1188, -6.320028630975713
, , 4.1192, -6.319360621107904
, , 4.1196, -6.31869058280725
, , 4.12, -6.318018516073792
, , 4.1204, -6.317344420907489
, , 4.1208, -6.31666829730834
, , 4.1212, -6.315990145276388
, , 4.1216, -6.315309964811604
, , 4.122, -6.314627755913975
, , 4.1224, -6.313943518583528
, , 4.1228, -6.31325725282025
, , 4.1232, -6.3125689586241265
, , 4.1236, -6.3118786359951855
, , 4.1240000000000006, -6.311186284933413
, , 4.1244000000000005, -6.310491905438823
, , 4.1248000000000005, -6.309795497511402
, , 4.1252, -6.309097061151121
, , 4.1256, -6.308396596358037
, , 4.126, -6.307694103132135
, , 4.1264, -6.306989581473374
, , 4.1268, -6.3062830313817955
, , 4.1272, -6.3055744528574
, , 4.1276, -6.304863845900144
, , 4.128, -6.304151210510085
, , 4.1284, -6.303436546687195
, , 4.1288, -6.302719854431459
, , 4.1292, -6.302001133742905
, , 4.1296, -6.301280384621506
, , 4.13, -6.300557607067304
, , 4.1304, -6.299832801080257
, , 4.1308, -6.2991059666603775
, , 4.1312, -6.298377103807667
, , 4.1316, -6.297646212522139
, , 4.132, -6.296913292803765
, , 4.1324000000000005, -6.2961783446525885
, , 4.1328000000000005, -6.295441368068552
, , 4.1332, -6.294702363051712
, , 4.1336, -6.293961329602027
, , 4.134, -6.29321826771951
, , 4.1344, -6.292473177404176
, , 4.1348, -6.29172605865601
, , 4.1352, -6.290976911474999
, , 4.1356, -6.290225735861171
, , 4.136, -6.289472531814511
, , 4.1364, -6.288717299335005
, , 4.1368, -6.287960038422696
, , 4.1372, -6.287200749077556
, , 4.1376, -6.286439431299556
, , 4.138, -6.2856760850887525
, , 4.1384, -6.284910710445104
, , 4.1388, -6.2841433073686375
, , 4.1392, -6.283373875859354
, , 4.1396, -6.282602415917211
, , 4.140000000000001, -6.281828927542264
, , 4.1404000000000005, -6.281053410734472
, , 4.1408000000000005, -6.280275865493863
, , 4.1412, -6.279496291820422
, , 4.1416, -6.2787146897141355
, , 4.142, -6.277931059175032
, , 4.1424, -6.277145400203096
, , 4.1428, -6.27635771279833
, , 4.1432, -6.275567996960731
, , 4.1436, -6.274776252690316
, , 4.144, -6.273982479987055
, , 4.1444, -6.273186678850976
, , 4.1448, -6.272388849282066
, , 4.1452, -6.271588991280311
, , 4.1456, -6.270787104845738
, , 4.146, -6.269983189978348
, , 4.1464, -6.2691772466780975
, , 4.1468, -6.268369274945044
, , 4.1472, -6.2675592747791455
, , 4.1476, -6.266747246180429
, , 4.148, -6.265933189148882
, , 4.1484000000000005, -6.265117103684489
, , 4.1488000000000005, -6.264298989787292
, , 4.1492, -6.263478847457236
, , 4.1496, -6.262656676694377
, , 4.15, -6.261832477498672
, , 4.1504, -6.261006249870135
, , 4.1508, -6.260177993808782
, , 4.1512, -6.259347709314596
, , 4.1516, -6.25851539638758
, , 4.152, -6.2576810550277315
, , 4.1524, -6.256844685235052
, , 4.1528, -6.256006287009541
, , 4.1532, -6.255165860351212
, , 4.1536, -6.2543234052600525
, , 4.154, -6.253478921736047
, , 4.1544, -6.252632409779224
, , 4.1548, -6.25178386938957
, , 4.1552, -6.25093330056707
, , 4.1556, -6.250080703311767
, , 4.156000000000001, -6.249226077623618
, , 4.1564000000000005, -6.248369423502652
, , 4.1568000000000005, -6.247510740948826
, , 4.1572000000000005, -6.246650029962197
, , 4.1576, -6.245787290542751
, , 4.158, -6.244922522690445
, , 4.1584, -6.244055726405321
, , 4.1588, -6.24318690168738
, , 4.1592, -6.24231604853658
, , 4.1596, -6.241443166952976
, , 4.16, -6.240568256936541
, , 4.1604, -6.23969131848726
, , 4.1608, -6.238812351605162
, , 4.1612, -6.2379313562902325
, , 4.1616, -6.2370483325424715
, , 4.162, -6.236163280361879
, , 4.1624, -6.235276199748469
, , 4.1628, -6.234387090702214
, , 4.1632, -6.233495953223141
, , 4.1636, -6.232602787311237
, , 4.164, -6.231707592966487
, , 4.1644000000000005, -6.230810370188905
, , 4.1648000000000005, -6.229911118978521
, , 4.1652000000000005, -6.229009839335291
, , 4.1656, -6.228106531259229
, , 4.166, -6.22720119475035
, , 4.1664, -6.22629382980864
, , 4.1668, -6.225384436434084
, , 4.1672, -6.22447301462671
, , 4.1676, -6.223559564386505
, , 4.168, -6.222644085713469
, , 4.1684, -6.221726578607601
, , 4.1688, -6.220807043068916
, , 4.1692, -6.219885479097385
, , 4.1696, -6.218961886693037
, , 4.17, -6.218036265855858
, , 4.1704, -6.217108616585833
, , 4.1708, -6.21617893888299
, , 4.1712, -6.2152472327473305
, , 4.1716, -6.214313498178811
, , 4.172000000000001, -6.213377735177474
, , 4.1724000000000006, -6.21243994374332
, , 4.1728000000000005, -6.211500123876334
, , 4.1732000000000005, -6.210558275576503
, , 4.1736, -6.209614398843854
, , 4.174, -6.208668493678388
, , 4.1744, -6.2077205600800625
, , 4.1748, -6.206770598048934
, , 4.1752, -6.205818607584959
, , 4.1756, -6.204864588688153
, , 4.176, -6.20390854135853
, , 4.1764, -6.202950465596075
, , 4.1768, -6.2019903614007745
, , 4.1772, -6.201028228772671
, , 4.1776, -6.200064067711722
, , 4.178, -6.199097878217941
, , 4.1784, -6.198129660291329
, , 4.1788, -6.1971594139318995
, , 4.1792, -6.196187139139624
, , 4.1796, -6.195212835914532
, , 4.18, -6.194236504256622
, , 4.180400000000001, -6.193258144165853
, , 4.1808000000000005, -6.192277755642266
, , 4.1812000000000005, -6.191295338685848
, , 4.1816, -6.190310893296612
, , 4.182, -6.189324419474531
, , 4.1824, -6.188335917219632
, , 4.1828, -6.187345386531902
, , 4.1832, -6.186352827411326
, , 4.1836, -6.185358239857948
, , 4.184, -6.184361623871723
, , 4.1844, -6.183362979452667
, , 4.1848, -6.18236230660078
, , 4.1852, -6.181359605316075
, , 4.1856, -6.180354875598525
, , 4.186, -6.179348117448157
, , 4.1864, -6.178339330864972
, , 4.1868, -6.177328515848927
, , 4.1872, -6.176315672400079
, , 4.1876, -6.175300800518386
, , 4.188000000000001, -6.174283900203861
, , 4.188400000000001, -6.173264971456504
, , 4.1888000000000005, -6.17224401427633
, , 4.1892000000000005, -6.171221028663325
, , 4.1896, -6.170196014617488
, , 4.19, -6.16916897213882
, , 4.1904, -6.168139901227335
, , 4.1908, -6.167108801882989
, , 4.1912, -6.166075674105841
, , 4.1916, -6.165040517895861
, , 4.192, -6.164003333253035
, , 4.1924, -6.162964120177392
, , 4.1928, -6.161922878668918
, , 4.1932, -6.160879608727612
, , 4.1936, -6.1598343103534745
, , 4.194, -6.15878698354652
, , 4.1944, -6.15773762830672
, , 4.1948, -6.156686244634102
, , 4.1952, -6.155632832528653
, , 4.1956, -6.154577391990358
, , 4.196, -6.153519923019246
, , 4.196400000000001, -6.152460425615303
, , 4.1968000000000005, -6.151398899778528
, , 4.1972000000000005, -6.150335345508921
, , 4.1976, -6.149269762806497
, , 4.198, -6.148202151671242
, , 4.1984, -6.147132512103141
, , 4.1988, -6.146060844102223
, , 4.1992, -6.144987147668473
, , 4.1996, -6.143911422801892
, , 4.2, -6.14283366950248
