 id|age|user  |formula|calculator  |energy|natoms| fmax|pbc|  volume|charge|   mass| smax|magmom|simulation_cell|origin                    |generation|raw_score|description|gaid|pairing|relaxed|mutation|extinct
111|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 60 13     | 111|      1|      0|        |      0
113|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 65     | 113|      1|      0|        |      0
115|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 13     | 115|      1|      0|        |      0
117|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 13     | 117|      1|      0|        |      0
119|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 8 13      | 119|      1|      0|        |      0
121|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 13 69     | 121|      1|      0|        |      0
122|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |MirrorMutation            |          |         | mirror    | 121|       |      0|       1|      0
124|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 65     | 124|      1|      0|        |      0
126|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 74     | 126|      1|      0|        |      0
128|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 69     | 128|      1|      0|        |      0
130|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 65     | 130|      1|      0|        |      0
131|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |RattleMutation            |          |         | rattle    | 130|       |      0|       1|      0
133|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 13     | 133|      1|      0|        |      0
134|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |RattleMutation            |          |         | rattle    | 133|       |      0|       1|      0
136|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 65     | 136|      1|      0|        |      0
138|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 8      | 138|      1|      0|        |      0
140|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 69     | 140|      1|      0|        |      0
142|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 8 74      | 142|      1|      0|        |      0
144|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 13     | 144|      1|      0|        |      0
146|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 13     | 146|      1|      0|        |      0
148|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 60 13     | 148|      1|      0|        |      0
150|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 74     | 150|      1|      0|        |      0
152|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 13 74     | 152|      1|      0|        |      0
154|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 8      | 154|      1|      0|        |      0
156|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 65     | 156|      1|      0|        |      0
158|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 65     | 158|      1|      0|        |      0
160|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 69     | 160|      1|      0|        |      0
161|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |MirrorMutation            |          |         | mirror    | 160|       |      0|       1|      0
163|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 13 65     | 163|      1|      0|        |      0
164|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |RattleMutation            |          |         | rattle    | 163|       |      0|       1|      0
166|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 65     | 166|      1|      0|        |      0
168|14h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 160 69    | 168|      1|      0|        |      0
170|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 168 69    | 170|      1|      0|        |      0
172|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 69 168    | 172|      1|      0|        |      0
174|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 160 168   | 174|      1|      0|        |      0
176|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 172 168   | 176|      1|      0|        |      0
178|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 168 172   | 178|      1|      0|        |      0
180|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 13 168    | 180|      1|      0|        |      0
182|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 168 74    | 182|      1|      0|        |      0
184|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 168    | 184|      1|      0|        |      0
186|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 8      | 186|      1|      0|        |      0
187|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |RattleMutation            |          |         | rattle    | 186|       |      0|       1|      0
189|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 13 65     | 189|      1|      0|        |      0
190|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |RattleMutation            |          |         | rattle    | 189|       |      0|       1|      0
192|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 13 178    | 192|      1|      0|        |      0
193|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |MirrorMutation            |          |         | mirror    | 192|       |      0|       1|      0
195|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 65 168    | 195|      1|      0|        |      0
196|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |RattleMutation            |          |         | rattle    | 195|       |      0|       1|      0
198|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 74 8      | 198|      1|      0|        |      0
199|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |MirrorMutation            |          |         | mirror    | 198|       |      0|       1|      0
201|13h|liljav|Na8    |            |      |     8|     |FFF|4096.000| 0.000|183.918|     |      |               |CutAndSplicePairing       |         0|         | 168 178   | 201|      1|      0|        |      0
Rows: 202
Keys: description, extinct, gaid, generation, mutation, origin, pairing, raw_score, relaxed, simulation_cell
